datasetX,datasetY,correlation,pValue,n
FP.CPI.TOTL.ZG,SP.POP.1015.TO.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.FE.UN,0.232248206991582,1.91657185828475e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.TO.UN,0.23062558356676,2.18879910789394e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.FE.UN,0.231304643069349,2.06998975904593e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.MA.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.TO.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.FE.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.FE.UN,0.231983702571938,1.95733664243303e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.TO.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.MA.UN,0.228418640183346,2.62137980713284e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.TO.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.FE.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.MA.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.FE.UN,0.229776759188524,2.34645213754714e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.MA.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.TO.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.TO.UN,0.229776759188524,2.34645213754714e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.MA.UN,0.227739580680757,2.77007614220004e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.TO.UN,0.228927934810288,2.51487287770136e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.FE.UN,0.230116288939818,2.28213618895801e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.MA.UN,0.227739580680757,2.77007614220004e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.FE.UN,0.228588405058993,2.5854096718847e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.MA.UN,0.226720991426874,3.00824131409527e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.TO.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.FE.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.MA.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.TO.UN,0.228418640183346,2.62137980713284e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.FE.UN,0.229437229437229,2.4124904817624e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.TO.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.FE.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.TO.UN,0.228079110432052,2.69475285563647e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.FE.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.MA.UN,0.226381461675579,3.09186522111649e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.TO.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.FE.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.MA.UN,0.22570240217299,3.26578561526958e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.TO.UN,0.226381461675579,3.09186522111649e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.FE.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.MA.UN,0.226041931924285,3.17769507109933e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.TO.UN,0.226890756302521,2.96723981840774e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.FE.UN,0.221628045157457,4.5209424232695e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.MA.UN,0.221288515406163,4.6440169482187e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.TO.UN,0.22145828028181,4.58208783375991e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG00.FE.IN,0.254362638513651,1.89123269400682e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG00.FE.UN,0.241830065359477,8.5500463142818e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG00.MA.IN,0.252040878284637,2.3852351902498e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG00.MA.UN,0.241320770732535,8.93118622080635e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG00.TO.UN,0.241320770732535,8.93118622080635e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG01.FE.IN,0.253666369034938,2.0481251807869e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG01.FE.UN,0.240302181478652,9.74272767417794e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG01.MA.IN,0.252385184194247,2.30061289063777e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG01.MA.UN,0.239453357100416,1.04723656551009e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG01.TO.UN,0.240302181478652,9.74272767417794e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG02.FE.IN,0.252838130738962,2.20304139175731e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG02.FE.UN,0.238434767846533,1.14168836968798e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG02.MA.IN,0.252307310338601,2.33370857638526e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG02.MA.UN,0.237246413717002,1.26216373628196e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG02.TO.UN,0.236567354214413,1.33635635242157e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.FE.IN,0.252465002407562,2.30006934720528e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG03.FE.UN,0.237416178592649,1.2442392129941e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.MA.IN,0.252118836580691,2.35183376862125e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG03.MA.UN,0.235888294711824,1.41469820480467e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.TO.UN,0.23673711909006,1.31742753628483e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.FE.IN,0.250877670380661,2.64074231859368e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG04.FE.UN,0.236567354214413,1.33635635242157e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.MA.IN,0.250759667660751,2.67897000649775e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG04.MA.UN,0.234530175706646,1.58471693905149e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.TO.UN,0.236058059587471,1.39471194848806e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.FE.IN,0.249882656880284,2.90003292491292e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG05.FE.UN,0.235643648614266,1.4451557245998e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.MA.IN,0.24836500861456,3.34643294963577e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG05.MA.UN,0.234869705457941,1.540473084094e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.TO.UN,0.234699940582294,1.56244572280251e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.FE.UN,0.234964560289729,1.5295609321786e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.MA.UN,0.233002291825821,1.79924242909024e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.TO.UN,0.234699940582294,1.56244572280251e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.FE.UN,0.234020881079705,1.65336065316435e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.MA.UN,0.23249299719888,1.87670444593557e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.TO.UN,0.233851116204057,1.67686501248987e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG08.FE.UN,0.233172056701469,1.7741057082743e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG08.MA.UN,0.231474407944996,2.04126138576566e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG08.TO.UN,0.233511586452763,1.72483248972455e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG09.FE.UN,0.232832526950174,1.82471823568786e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG09.MA.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG09.TO.UN,0.23249299719888,1.87670444593557e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG10.FE.UN,0.232832526950174,1.82471823568786e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG10.MA.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG10.TO.UN,0.232153467447585,1.93009953717294e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG11.FE.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG11.MA.UN,0.229776759188524,2.34645213754714e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG11.TO.UN,0.231304643069349,2.06998975904593e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG12.FE.UN,0.232417979072716,1.88987543887631e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG12.MA.UN,0.228927934810288,2.51487287770136e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG12.TO.UN,0.23062558356676,2.18879910789394e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG13.FE.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG13.MA.UN,0.228588405058993,2.5854096718847e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG13.TO.UN,0.230286053815466,2.25061080041389e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG14.FE.UN,0.230455818691113,2.21950015895089e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG14.MA.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG14.TO.UN,0.228927934810288,2.51487287770136e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG15.FE.UN,0.229267464561582,2.44616909950146e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG15.MA.UN,0.226890756302521,2.96723981840774e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG15.TO.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG16.FE.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG16.MA.UN,0.225532637297343,3.3106961021101e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG16.TO.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG17.FE.UN,0.226041931924285,3.17769507109933e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG17.MA.UN,0.225193107546049,3.40228311657143e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG17.TO.UN,0.225532637297343,3.3106961021101e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG18.FE.UN,0.223325693913929,3.95059004532072e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG18.MA.UN,0.22145828028181,4.58208783375991e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG18.TO.UN,0.22264663441134,4.17001252068783e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG19.FE.UN,0.222476869535693,4.22664802817163e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG19.MA.UN,0.22145828028181,4.58208783375991e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG19.TO.UN,0.221797810033104,4.460571388476e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG20.FE.UN,0.222307104660046,4.28401279608526e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG20.MA.UN,0.220439691027926,4.9657519197277e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG20.TO.UN,0.220948985654868,4.77026412388781e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG21.FE.UN,0.220948985654868,4.77026412388781e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG21.MA.UN,0.217893217893218,6.06250145271936e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG21.TO.UN,0.220439691027926,4.9657519197277e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG22.FE.UN,0.218572277395807,5.74949465117491e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG22.MA.UN,0.217893217893218,6.06250145271936e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG22.TO.UN,0.217383923266276,6.30777278609607e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG23.FE.UN,0.217044393514982,6.47647391003314e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG23.MA.UN,0.214497920380273,7.88483818945362e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG23.TO.UN,0.216025804261098,7.00856920239357e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG24.FE.UN,0.214497920380273,7.88483818945362e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG24.MA.UN,0.211442152618623,9.95723039842744e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG24.TO.UN,0.211781682369918,9.70381435414502e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG25.FE.UN,0.212045329336612,9.517574481821e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG25.MA.UN,0.210932857991682,0.000103490961127051,154
FP.CPI.TOTL.ZG,SP.POP.AG25.TO.UN,0.21161191749427,9.82975140768616e-05,154
FP.CPI.TOTL.ZG,SP.PRE.TOTL.FE.IN,0.234183445190157,2.11332784219032e-05,150
FP.CPI.TOTL.ZG,SP.PRE.TOTL.IN,0.233109619686801,2.30524248301389e-05,150
FP.CPI.TOTL.ZG,SP.PRE.TOTL.MA.IN,0.234183445190157,2.11332784219032e-05,150
FP.CPI.TOTL.ZG,SP.PRM.GRAD.FE,0.261849261849262,3.21405032210897e-06,144
FP.CPI.TOTL.ZG,SP.PRM.GRAD.MA,0.257381507381507,4.71260765433357e-06,144
FP.CPI.TOTL.ZG,SP.PRM.GRAD.TO,0.258935508935509,4.128088053168e-06,144
FP.CPI.TOTL.ZG,SP.PRM.TOTL.FE.IN,0.263209013209013,2.8572180528208e-06,144
FP.CPI.TOTL.ZG,SP.PRM.TOTL.IN,0.261655011655012,3.26839116637778e-06,144
FP.CPI.TOTL.ZG,SP.PRM.TOTL.MA.IN,0.258547008547009,4.26733721603512e-06,144
FP.CPI.TOTL.ZG,SP.SEC.LTOT.FE.IN,0.239015659955257,1.42277268022628e-05,150
FP.CPI.TOTL.ZG,SP.SEC.LTOT.IN,0.237762863534676,1.57758259817786e-05,150
FP.CPI.TOTL.ZG,SP.SEC.LTOT.MA.IN,0.237225950782998,1.64873326591319e-05,150
FP.CPI.TOTL.ZG,SP.SEC.TOTL.FE.IN,0.226666666666667,3.85387193695408e-05,150
FP.CPI.TOTL.ZG,SP.SEC.TOTL.IN,0.225950782997763,4.07703407407922e-05,150
FP.CPI.TOTL.ZG,SP.SEC.TOTL.MA.IN,0.223803131991051,4.82241957531215e-05,150
FP.CPI.TOTL.ZG,SP.SEC.UTOT.FE.IN,0.212094806552806,0.000105475283013634,152
FP.CPI.TOTL.ZG,SP.SEC.UTOT.IN,0.211746253049843,0.000108271541069405,152
FP.CPI.TOTL.ZG,SP.SEC.UTOT.MA.IN,0.209751209296743,0.000125753805791939,152
FP.CPI.TOTL.ZG,SP.TER.TOTL.FE.IN,0.222566219470244,4.45058333338189e-05,153
FP.CPI.TOTL.ZG,SP.TER.TOTL.IN,0.220846233230134,5.09558640702235e-05,153
FP.CPI.TOTL.ZG,SP.TER.TOTL.MA.IN,0.217578259373925,6.57255975573534e-05,153
FP.CPI.TOTL.ZG,TOTRESV,0.0781024286489703,0.160468762613525,147
FP.CPI.TOTL.ZG,UIS.AY.EM,0.0782524382696297,0.176832034940554,160
FP.CPI.TOTL.ZG,UIS.AY.EY,NA,NA,160
FP.CPI.TOTL.ZG,UIS.AY.SM,-0.134053176205706,0.0230115334819379,160
FP.CPI.TOTL.ZG,UIS.AY.SY,0.175132771689182,0.00701269648052061,160
FP.CPI.TOTL.ZG,UIS.CEAGEE.1,-0.193125464957333,0.1126527705408,38
FP.CPI.TOTL.ZG,UIS.GAP.1,0.233682662254091,2.5040785061714e-05,148
FP.CPI.TOTL.ZG,UIS.GAP.1.F,0.235521235521236,2.16082225599212e-05,148
FP.CPI.TOTL.ZG,UIS.GAP.1.M,0.232498276503956,2.75429616267697e-05,148
FP.CPI.TOTL.ZG,UIS.OAPP.1,-0.0238704958013144,0.926130334330406,10
FP.CPI.TOTL.ZG,UIS.OAPP.1.F,-0.0238704958013144,0.926130334330406,10
FP.CPI.TOTL.ZG,UIS.OAPP.1.M,-0.0716114874039433,0.780902079952082,10
FP.CPI.TOTL.ZG,UIS.SAP.1.G1,0.261182070144342,3.40801113285494e-06,144
FP.CPI.TOTL.ZG,UIS.SAP.1.G1.F,0.263014763014763,2.9057596706572e-06,144
FP.CPI.TOTL.ZG,UIS.SAP.1.G1.M,0.261072261072261,3.43675160641155e-06,144
FP.CPI.TOTL.ZG,UIS.SAP.4,0.252112966398681,0.000217909414468975,99
FP.CPI.TOTL.ZG,UIS.SAP.4.F,0.252112966398681,0.000217909414468975,99
FP.CPI.TOTL.ZG,UIS.SAP.4.M,0.252112966398681,0.000217909414468975,99
FP.CPI.TOTL.ZG,VC.PKP.TOTL.UN,-0.422222222222222,0.108313492063492,10
